"index","PT","AU","BA","BE","GP","AF","BF","CA","TI","SO","SE","BS","LA","DT","CT","CY","CL","SP","HO","DE","ID","AB","C1","RP","EM","RI","OI","FU","FX","CR","NR","TC","Z9","U1","U2","PU","PI","PA","SN","EI","BN","J9","JI","PD","PY","VL","IS","PN","SU","SI","MA","BP","EP","AR","DI","D2","PG","WC","SC","GA","UT","PM","X","year","X.1","X.2","X.3","X.4","X.5","X.6","X.7","X.8","X.9","X.10","X.11","X.12","X.13","X.14","X.15","X.16","X.17","X.18","X.19","X.20","X.21","X.22","X.23","X.24","X.25","X.26"
3072,"J","Tomimori, K; Uema, E; Teruya, H; Ishikawa, C; Okudaira, T; Senba, M; Yamamoto, K; Matsuyama, T; Kinjo, F; Fujita, J; Mori, N",NA,"",NA,"Tomimori, Koh; Uema, Eriko; Teruya, Hiromitsu; Ishikawa, Chie; Okudaira, Taeko; Senba, Masachika; Yamamoto, Kazuo; Matsuyama, Toshifumi; Kinjo, Fukunori; Fujita, Jiro; Mori, Naoki",NA,"","Helicobacter pylori Induces CCL20 Expression (Retraction of vol 75, pg 5223, 2007)","INFECTION AND IMMUNITY","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0019-9567","","",NA,NA,"JAN",2011,"79","1","",NA,"",NA,"545","545","","10.1128/IAI.01068-10","",NA,"Immunology; Infectious Diseases","Immunology; Infectious Diseases",NA,"WOS:000285550200056",NA,NA,2007,"Tomimori, K"," Uema, E"," Teruya, H"," Ishikawa, C"," Okudaira, T"," Senba, M"," Yamamoto, K"," Matsuyama, T"," Kinjo, F"," Fujita, J"," Mori, N","","","","","","","","","","","","","","",""
3073,"J","Urdaneta, F; Willert, JL; Beaver, T; Naik, B; Kirby, DS; Lobato, EB",NA,"",NA,"Urdaneta, F.; Willert, J. L.; Beaver, T.; Naik, B.; Kirby, D. S.; Lobato, E. B.",NA,"","Effects of a new phosphodiesterase enzyme type V inhibitor (UK 343-664) versus milrinone in a porcine model of acute pulmonary hypertension (Retraction of vol 78, pg 1433, 2004)","ANNALS OF THORACIC SURGERY","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0003-4975","","",NA,NA,"JAN",2011,"91","1","",NA,"",NA,"338","338","","10.1016/j.athoracsur.2010.10.052","",NA,"Cardiac & Cardiovascular Systems; Respiratory System; Surgery","Cardiovascular System & Cardiology; Respiratory System; Surgery",NA,"WOS:000285411700081",NA,NA,2004,"Urdaneta, F"," Willert, JL"," Beaver, T"," Naik, B"," Kirby, DS"," Lobato, EB","","","","","","","","","","","","","","","","","","","",""
3075,"J","Wang, F; Lin, J; Liu, XH",NA,"",NA,"Wang, Feng; Lin, Jie; Liu, Xiaohua",NA,"","Three-dimensional model of customer order decoupling point position in mass customisation (Retraction of vol 48, pg 3741, 2010)","INTERNATIONAL JOURNAL OF PRODUCTION RESEARCH","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"Wikner, Joakim/E-9238-2012","Wikner, Joakim/0000-0003-2252-5337",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0020-7543","","",NA,NA,"",2011,"49","13","",NA,"",NA,"4191","4191","PII 936471258","10.1080/00207543.2011.577153","",NA,"Engineering, Industrial; Engineering, Manufacturing; Operations Research & Management Science","Engineering; Operations Research & Management Science",NA,"WOS:000289573800020",NA,NA,2010,"Wang, F"," Lin, J"," Liu, XH","","","","","","","","","","","","","","","","","","","","","","",""
3077,"J","Zhou, H; Chen, X; Fang, L; Liu, X; Wang, Y",NA,"",NA,"Zhou, H.; Chen, X.; Fang, L.; Liu, X.; Wang, Y.",NA,"","Microwave Dielectric Properties of LiBiW2O8 Ceramics with Low Sintering Temperature (Retraction of vol 93, pg 3976, 2010)","JOURNAL OF THE AMERICAN CERAMIC SOCIETY","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0002-7820","","",NA,NA,"JAN",2011,"94","1","",NA,"",NA,"291","291","","10.1111/j.1551-2916.2010.04344.x","",NA,"Materials Science, Ceramics","Materials Science",NA,"WOS:000285972100043",NA,NA,2010,"Zhou, H"," Chen, X"," Fang, L"," Liu, X"," Wang, Y","","","","","","","","","","","","","","","","","","","","",""
3078,"J","Trost, BM; Franz, AW",NA,"",NA,"Trost, Barry M.; Franz, Adam W.",NA,"","Ruthenium-Catalyzed Domino Redox Bicycloisomerization. An Atom-Economical Synthesis of [3.1.0]- and [4.1.0]Carbo- and Heterocycles (Retraction of vol 130, 16502, 2010)","JOURNAL OF THE AMERICAN CHEMICAL SOCIETY","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0002-7863","","",NA,NA,"29-Dec",2010,"132","51","",NA,"",NA,"18429","18429","16502","10.1021/ja1088452","",NA,"Chemistry, Multidisciplinary","Chemistry",NA,"WOS:000285818700062",21080626,NA,2010,"Trost, BM"," Franz, AW","","","","","","","","","","","","","","","","","","","","","","","",""
3079,"J","Rady, MY; Verheijde, JL",NA,"",NA,"Rady, Mohamed Y.; Verheijde, Joseph L.",NA,"","End-of-life discontinuation of destination therapy with cardiac and ventilatory support medical devices: physician-assisted death or allowing the patient to die? (Retraction of vol 11, pg 15, 2010)","BMC MEDICAL ETHICS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1472-6939","","",NA,NA,"21-Dec",2010,"11","","",NA,"",NA,"","","20","10.1186/1472-6939-11-20","",NA,"Ethics; Medical Ethics; Social Sciences, Biomedical","Social Sciences - Other Topics; Medical Ethics; Biomedical Social Sciences",NA,"WOS:000285966000001",NA,NA,2010,"Rady, MY"," Verheijde, JL","","","","","","","","","","","","","","","","","","","","","","","",""
3080,"J","Wyman, JL; Kizilel, S; Skarbek, R; Zhao, XY; Connors, M; Dillmore, WS; Murphy, WL; Mrksich, M; Nagel, SR; Garfinkel, MR",NA,"",NA,"Wyman, Jason L.; Kizilel, Seda; Skarbek, Ryan; Zhao, Xiangyang; Connors, Matthew; Dillmore, William S.; Murphy, William L.; Mrksich, Milan; Nagel, Sidney R.; Garfinkel, Marc R.",NA,"","Immunoisolating Pancreatic Islets by Encapsulation with Selective Withdrawal (Retraction of vol 3, pg 683, 2007)","SMALL","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"Mrksich, Milan/G-2469-2011; Murphy, William/I-4096-2014; KIZILEL, SEDA/P-3959-2014","KIZILEL, SEDA/0000-0001-9092-2698",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1613-6810","","",NA,NA,"20-Dec",2010,"6","24","",NA,"",NA,"2780","2780","","10.1002/smll.200600231","",NA,"Chemistry, Multidisciplinary; Chemistry, Physical; Nanoscience & Nanotechnology; Materials Science, Multidisciplinary; Physics, Applied; Physics, Condensed Matter","Chemistry; Science & Technology - Other Topics; Materials Science; Physics",NA,"WOS:000285793900001",NA,NA,2007,"Wyman, JL"," Kizilel, S"," Skarbek, R"," Zhao, XY"," Connors, M"," Dillmore, WS"," Murphy, WL"," Mrksich, M"," Nagel, SR"," Garfinkel, MR","","","","","","","","","","","","","","","",""
3081,"J","Glas, R; Grandien, A; Applequist, S; Kunert, B; Naredla, R",NA,"",NA,"Glas, Rickard; Grandien, Alf; Applequist, Steven; Kunert, Brita; Naredla, Rajender",NA,"","Tripeptidyl-Peptidase II Controls DNA Damage Responses and In Vivo gamma-Irradiation Resistance of Tumors (Retraction of vol 67, pg 7165, 2007)","CANCER RESEARCH","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0008-5472","","",NA,NA,"15-Dec",2010,"70","24","",NA,"",NA,"10485","10485","","10.1158/0008-5472.CAN-10-3913","",NA,"Oncology","Oncology",NA,"WOS:000285334200049",21159658,NA,2007,"Glas, R"," Grandien, A"," Applequist, S"," Kunert, B"," Naredla, R","","","","","","","","","","","","","","","","","","","","",""
3082,"J","Kono, S; Nishio, T; Takahashi, Y; Goto-Inoue, N; Kinoshita, M; Zaima, N; Suzuki, H; Fukutoku-Otsuji, A; Setou, M; Miyajima, H",NA,"",NA,"Kono, S.; Nishio, T.; Takahashi, Y.; Goto-Inoue, N.; Kinoshita, M.; Zaima, N.; Suzuki, H.; Fukutoku-Otsuji, A.; Setou, M.; Miyajima, H.",NA,"","Dominant-negative effects of a novel mutation in the filamin myopathy (Retraction of vol 75, pg 547, 2010)","NEUROLOGY","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0028-3878","","",NA,NA,"07-Dec",2010,"75","23","",NA,"",NA,"2138","2138","","","",NA,"Clinical Neurology","Neurosciences & Neurology",NA,"WOS:000285044300029",NA,NA,2010,"Kono, S"," Nishio, T"," Takahashi, Y"," Goto-Inoue, N"," Kinoshita, M"," Zaima, N"," Suzuki, H"," Fukutoku-Otsuji, A"," Setou, M"," Miyajima, H","","","","","","","","","","","","","","","",""
3083,"J","Eftekhari-Sis, B; Akbari, A; Harms, K",NA,"",NA,"Eftekhari-Sis, Bagher; Akbari, Ali; Harms, Klaus",NA,"","Highly Chemoselective Baylis-Hillman and Aldol Reactions of 2H-Thiopyran-4(3H)-one Using Tertiary Amine Catalysts in Aqueous Media (Retraction of vol 12, pg 4568, 2010)","ORGANIC LETTERS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1523-7060","","",NA,NA,"03-Dec",2010,"12","23","",NA,"",NA,"5600","5600","","10.1021/ol102683j","",NA,"Chemistry, Organic","Chemistry",NA,"WOS:000284555600063",NA,NA,2010,"Eftekhari-Sis, B"," Akbari, A"," Harms, K","","","","","","","","","","","","","","","","","","","","","","",""
3084,"J","Bahar, I; Kaiserman, I; Cionni, RD",NA,"",NA,"Bahar, I; Kaiserman, I; Cionni, Rootman D.",NA,"","Cionni endocapsular ring implantation in Marfan's Syndrome (Retraction of vol 91, pg 1477, 2007)","BRITISH JOURNAL OF OPHTHALMOLOGY","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0007-1161","","",NA,NA,"DEC",2010,"94","12","",NA,"",NA,"1695","1695","","","",NA,"Ophthalmology","Ophthalmology",NA,"WOS:000284469000040",NA,NA,2007,"Bahar, I"," Kaiserman, I"," Cionni, RD","","","","","","","","","","","","","","","","","","","","","","",""
3085,"J","Boldt, J; Suttner, S; Brosch, C; Lehmann, A; Rohm, K; Mengistu, A",NA,"",NA,"Boldt, Joachim; Suttner, Stephan; Brosch, Christian; Lehmann, Andreas; Rohm, Kerstin; Mengistu, Andinet",NA,"","Cardiopulmonary bypass priming using a high dose of a balanced hydroxyethyl starch versus an albumin-based priming strategy (Retraction of vol 1096, pg 1752, 2009)","ANESTHESIA AND ANALGESIA","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0003-2999","","",NA,NA,"DEC",2010,"111","6","",NA,"",NA,"1551","1551","","","",NA,"Anesthesiology","Anesthesiology",NA,"WOS:000284973300037",NA,NA,2009,"Boldt, J"," Suttner, S"," Brosch, C"," Lehmann, A"," Rohm, K"," Mengistu, A","","","","","","","","","","","","","","","","","","","",""
3087,"J","Chen, L; Thung, SN; Woo, SLC",NA,"",NA,"Chen, Li; Thung, Swan N.; Woo, Savio L. C.",NA,"","Metabolic Basis of Sexual Dimorphism in PKU Mice After Genome-targeted PAH Gene Therapy (Retraction of vol 15, pg 1079, 2007)","MOLECULAR THERAPY","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"We have previously reported a transgene delivery system based on phiBT1 bacteriophage integrase that results in targeted insertion of transgenes into mammalian genomes, and its use in the delivery of murine phenylalanine hydroxylase (PAH) complementary DNA (cDNA) into the hepatocytes of male phenylketonuria (PKU) mice, leading to a complete and permanent correction of their hyperphenylalaninemic phenotype. In this study, we report only partial phenotypic correction in female PKU mice, even though hepatic PAH activities in both sexes after gene treatment were similar. Daily injections of tetrahydrobiopterin (BH(4)), an essential co-factor for phenylalanine hydroxylation, in the gene-treated females led to complete correction of their PKU phenotype. After gonadectomy, serum phenylalanine levels in the gene-treated females were reduced to normal, whereas those in the gene-treated males remained unchanged. The sterile gene-treated PKU mice were subjected to daily sex hormone injections. Whereas the estradiol-treated sterile males developed hyperphenylalaninemia, the dihydrotestosterone-treated sterile females remained normal phenylalaninemic. The results indicate that it is estrogen that suppresses the steady-state levels of BH(4) in mouse hepatocytes that became limiting, which is the underlying mechanism for the observed sexual dimorphism in PKU mice after PAH gene treatment. Livers of the PAH gene-corrected PKU mice also appeared normal and without apparent pathologies.",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1525-0016","","",NA,NA,"DEC",2010,"18","12","",NA,"",NA,"2190","1085","","10.1038/mt.2010.198","",NA,"Biotechnology & Applied Microbiology; Genetics & Heredity; Medicine, Research & Experimental","Biotechnology & Applied Microbiology; Genetics & Heredity; Research & Experimental Medicine",NA,"WOS:000284828000021",NA,NA,2007,"Chen, L"," Thung, SN"," Woo, SLC","","","","","","","","","","","","","","","","","","","","","","",""
3089,"J","El Azab, SR; Vrakking, R; Verhage, G; Rosseel, PMJ",NA,"",NA,"El Azab, S. R.; Vrakking, R.; Verhage, G.; Rosseel, P. M. J.",NA,"","Safety of cardiac surgery without blood transfusion: a retrospective study in Jehovah's Witness patients (Retraction of vol 65, pg 348, 2010)","ANAESTHESIA","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0003-2409","","",NA,NA,"DEC",2010,"65","12","",NA,"",NA,"1257","1257","","10.1111/j.1365-2044.2010.06582.x","",NA,"Anesthesiology","Anesthesiology",NA,"WOS:000284168600054",NA,NA,2010,"El Azab, SR"," Vrakking, R"," Verhage, G"," Rosseel, PMJ","","","","","","","","","","","","","","","","","","","","","",""
3090,"J","Gromann, TW; Birkelbach, O; Hetzer, R",NA,"",NA,"Gromann, T. W.; Birkelbach, O.; Hetzer, R.",NA,"","Balloon dilatational tracheostomy initial experience with the Ciaglia Blue Dolphin method (Retraction of vol 108, pg 1862, 2009)","ANESTHESIA AND ANALGESIA","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0003-2999","","",NA,NA,"DEC",2010,"111","6","",NA,"",NA,"1524","1524","","","",NA,"Anesthesiology","Anesthesiology",NA,"WOS:000284973300030",NA,NA,2009,"Gromann, TW"," Birkelbach, O"," Hetzer, R","","","","","","","","","","","","","","","","","","","","","","",""
3091,"J","Gupta, D; Jain, R; Mishra, S; Kumar, S; Thulkar, S; Bhatnagar, S",NA,"",NA,"Gupta, D.; Jain, R.; Mishra, S.; Kumar, S.; Thulkar, S.; Bhatnagar, S.",NA,"","Ultrasonography reinvents the originally described technique for ganglion impar neurolysis in perianal cancer pain (Retraction of vol 107, pg 1390, 2008)","ANESTHESIA AND ANALGESIA","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0003-2999","","",NA,NA,"DEC",2010,"111","6","",NA,"",NA,"1524","1524","","","",NA,"Anesthesiology","Anesthesiology",NA,"WOS:000284973300031",NA,NA,2008,"Gupta, D"," Jain, R"," Mishra, S"," Kumar, S"," Thulkar, S"," Bhatnagar, S","","","","","","","","","","","","","","","","","","","",""
3092,"J","Houbballah, R; Majewski, M; Becquemin, JP",NA,"",NA,"Houbballah, R.; Majewski, M.; Becquemin, J. P.",NA,"","Significant sac retraction after endovascular aneurysm repair is a robust indicator of durable treatment success (vol 52, pg 878, 2010)","JOURNAL OF VASCULAR SURGERY","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0741-5214","","",NA,NA,"DEC",2010,"52","6","",NA,"",NA,"1751","1751","","","",NA,"Surgery; Peripheral Vascular Disease","Surgery; Cardiovascular System & Cardiology",NA,"WOS:000285430500056",NA,NA,2010,"Houbballah, R"," Majewski, M"," Becquemin, JP","","","","","","","","","","","","","","","","","","","","","","",""
3093,"J","Huang, Q; Wu, YT; Tan, HL; Ong, CN; Shen, HM",NA,"",NA,"Huang, Q.; Wu, Y-T; Tan, H-L; Ong, C-N; Shen, H-M",NA,"","A novel function of poly(ADP-ribose) polymerase-1 in modulation of autophagy and necrosis under oxidative stress (Retraction of vol 16, pg 264, 2009)","CELL DEATH AND DIFFERENTIATION","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1350-9047","","",NA,NA,"DEC",2010,"17","12","",NA,"",NA,"1944","1944","","10.1038/cdd.2010.121","",NA,"Biochemistry & Molecular Biology; Cell Biology","Biochemistry & Molecular Biology; Cell Biology",NA,"WOS:000284209600014",NA,NA,2009,"Huang, Q"," Wu, YT"," Tan, HL"," Ong, CN"," Shen, HM","","","","","","","","","","","","","","","","","","","","",""
3095,"J","Memis",NA,"",NA,"Memis",NA,"","The Effect of Celiac Plexus Block in Critically Ill Patients Entolerant of Enteral Nutrition Randomized, Placebo-Controlled Study (Retraction of vol 110, pg 1071, 2010)","ANESTHESIA AND ANALGESIA","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0003-2999","","",NA,NA,"DEC",2010,"111","6","",NA,"",NA,"1551","1551","","","",NA,"Anesthesiology","Anesthesiology",NA,"WOS:000284973300036",NA,NA,2010,"Memis","","","","","","","","","","","","","","","","","","","","","","","","",""
3096,"J","Portin, P",NA,"",NA,"Portin, Petter",NA,"","The effect of the mus309 mutation, defective in DNA double-strand break repair, on crossing over in Drosophila melanogaster suggests a mechanism for the centromere effect of crossing over (Retraction of vol 138, pg 333, 2010)","GENETICA","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0016-6707","","",NA,NA,"DEC",2010,"138","12-Nov","",NA,"",NA,"1307","1307","","10.1007/s10709-010-9519-z","",NA,"Genetics & Heredity","Genetics & Heredity",NA,"WOS:000285749300021",NA,NA,2010,"Portin, P","","","","","","","","","","","","","","","","","","","","","","","","",""
3099,"J","Tamiolakis, D; Papadopoulos, N; Venizelos, J; Lambropoulou, M; Tsikouras, P; Koutsougeras, G; Bolioti, S; Tsiapali, M; Menegaki, M; Kouskoukis, C",NA,"",NA,"Tamiolakis, D.; Papadopoulos, N.; Venizelos, J.; Lambropoulou, M.; Tsikouras, P.; Koutsougeras, G.; Bolioti, S.; Tsiapali, M.; Menegaki, M.; Kouskoukis, C.",NA,"","NCL-CD30 staining of epithelial cells in the basal germinative layer of the epidermis and epithelial buds during foetal skin development (Retraction of vol 5, pg 184, 2005)","CLINICAL AND EXPERIMENTAL MEDICINE","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1591-8890","","",NA,NA,"DEC",2010,"10","4","",NA,"",NA,"273","273","","10.1007/s10238-010-0111-8","",NA,"Medicine, Research & Experimental","Research & Experimental Medicine",NA,"WOS:000283358900010",NA,NA,2005,"Tamiolakis, D"," Papadopoulos, N"," Venizelos, J"," Lambropoulou, M"," Tsikouras, P"," Koutsougeras, G"," Bolioti, S"," Tsiapali, M"," Menegaki, M"," Kouskoukis, C","","","","","","","","","","","","","","","",""
3101,"J","Degenhardt, T; Vaisanen, S; Rakhshandehroo, M; Kersten, S; Carlberg, C",NA,"",NA,"Degenhardt, Tatjana; Vaisanen, Sami; Rakhshandehroo, Maryam; Kersten, Sander; Carlberg, Carsten",NA,"","Peroxisome Proliferator-Activated Receptor alpha Controls Hepatic Heme Biosynthesis Through ALAS1 (Retraction of vol 388, pg 225, 2009)","JOURNAL OF MOLECULAR BIOLOGY","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"Carlberg, Carsten/C-9075-2011","Carlberg, Carsten/0000-0003-2633-0684",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0022-2836","","",NA,NA,"19-Nov",2010,"404","1","",NA,"",NA,"172","172","","10.1016/j.jmb.2010.09.037","",NA,"Biochemistry & Molecular Biology","Biochemistry & Molecular Biology",NA,"WOS:000284674000013",NA,NA,2009,"Degenhardt, T"," Vaisanen, S"," Rakhshandehroo, M"," Kersten, S"," Carlberg, C","","","","","","","","","","","","","","","","","","","","",""
3102,"J","Nguyen, LT; Ciric, B; Van Keulen, VP; Rodriguez, M; Pease, LR; Tamada, K; Flies, DB; Chen, LP",NA,"",NA,"Nguyen, Loc T.; Ciric, Bogoljub; Van Keulen, Virginia P.; Rodriguez, Moses; Pease, Larry R.; Tamada, Koji; Flies, Dallas B.; Chen, Lieping",NA,"","Immunotherapeutic Potential of B7-DC (PD-L2) Cross-Linking Antibody In Conferring Antitumor Immunity (Retraction of vol 64, pg 4965, 2004)","CANCER RESEARCH","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0008-5472","","",NA,NA,"15-Nov",2010,"70","22","",NA,"",NA,"9528","9528","","10.1158/0008-5472.CAN-10-3461","",NA,"Oncology","Oncology",NA,"WOS:000284213300059",21045150,NA,2004,"Nguyen, LT"," Ciric, B"," Van Keulen, VP"," Rodriguez, M"," Pease, LR"," Tamada, K"," Flies, DB"," Chen, LP","","","","","","","","","","","","","","","","","",""
3103,"J","Patil, CB; Shisode, PS; Kapadi, UR; Hundiwale, DG; Mahulikar, PP",NA,"",NA,"Patil, Chetan B.; Shisode, Priyanka S.; Kapadi, Uday R.; Hundiwale, Dilip G.; Mahulikar, Pramod P.",NA,"","Preparation and characterization of poly(vinyl chloride) calcium phosphate nanocomposites (Retraction of vol 168, pg 231, 2010)","MATERIALS SCIENCE AND ENGINEERING B-ADVANCED FUNCTIONAL SOLID-STATE MATERIALS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0921-5107","","",NA,NA,"15-Nov",2010,"175","1","",NA,"",NA,"94","94","","10.1016/j.mseb.2010.07.019","",NA,"Materials Science, Multidisciplinary; Physics, Condensed Matter","Materials Science; Physics",NA,"WOS:000283455800018",NA,NA,2010,"Patil, CB"," Shisode, PS"," Kapadi, UR"," Hundiwale, DG"," Mahulikar, PP","","","","","","","","","","","","","","","","","","","","",""
3104,"J","Pavelko, KD; Hansen, MJ; Pease, LR; Heckman, KL",NA,"",NA,"Pavelko, Kevin D.; Hansen, Michael J.; Pease, Larry R.; Heckman, Karin L.",NA,"","An Effective Vaccine Strategy Protective against Antigenically Distinct Tumor Variants (Retraction of vol 68, pg 2471, 2008)","CANCER RESEARCH","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","Pavelko, Kevin/0000-0001-7555-1315",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0008-5472","","",NA,NA,"15-Nov",2010,"70","22","",NA,"",NA,"9528","9528","","10.1158/0008-5472.CAN-10-3462","",NA,"Oncology","Oncology",NA,"WOS:000284213300060",21045159,NA,2008,"Pavelko, KD"," Hansen, MJ"," Pease, LR"," Heckman, KL","","","","","","","","","","","","","","","","","","","","","",""
3105,"J","Le, HQ; Chua, SJ; Koh, YW; Loh, KP; Chen, Z; Thompson, CV; Fitzgerald, EA",NA,"",NA,"Le, H. Q.; Chua, S. J.; Koh, Y. W.; Loh, K. P.; Chen, Z.; Thompson, C. V.; Fitzgerald, E. A.",NA,"","Growth of single crystal ZnO nanorods on GaN using an aqueous solution method (Retraction of vol 87, 101908, 2005)","APPLIED PHYSICS LETTERS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"Loh, Kian Ping/M-3122-2016","Loh, Kian Ping/0000-0002-1491-743X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0003-6951","","",NA,NA,"06-Dec",2010,"97","23","",NA,"",NA,"","","239903","10.1063/1.3512959","",NA,"Physics, Applied","Physics",NA,"WOS:000285364000094",NA,NA,2005,"Le, HQ"," Chua, SJ"," Koh, YW"," Loh, KP"," Chen, Z"," Thompson, CV"," Fitzgerald, EA","","","","","","","","","","","","","","","","","","",""
3107,"J","Degenhardt, T; Rybakova, KN; Tomaszewska, A; Mone, MJ; Westerhoff, HV; Bruggeman, FJ; Carlberg, C",NA,"",NA,"Degenhardt, Tatjana; Rybakova, Katja N.; Tomaszewska, Aleksandra; Mone, Martijn J.; Westerhoff, Hans V.; Bruggeman, Frank J.; Carlberg, Carsten",NA,"","Population-Level Transcription Cycles Derive from Stochastic Timing of Single-Cell Transcription (Retraction of vol 138, pg 489, 2009)","CELL","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"Carlberg, Carsten/C-9075-2011","Carlberg, Carsten/0000-0003-2633-0684",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0092-8674","","",NA,NA,"12-Nov",2010,"143","4","",NA,"",NA,"651","651","","10.1016/j.cell.2010.10.034","",NA,"Biochemistry & Molecular Biology; Cell Biology","Biochemistry & Molecular Biology; Cell Biology",NA,"WOS:000284149100021",NA,NA,2009,"Degenhardt, T"," Rybakova, KN"," Tomaszewska, A"," Mone, MJ"," Westerhoff, HV"," Bruggeman, FJ"," Carlberg, C","","","","","","","","","","","","","","","","","","",""
3108,"J","Abedini, R; Abedini, A; Zanganeh, I",NA,"",NA,"Abedini, R.; Abedini, A.; Zanganeh, I.",NA,"","investigation of mixed amine solution in gas sweetening plant (Retraction of vol 2, pg 36, 2010)","JOURNAL OF NATURAL GAS SCIENCE AND ENGINEERING","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1875-5100","","",NA,NA,"NOV",2010,"2","5","",NA,"",NA,"276","276","","10.1016/j.jngse.2010.09.002","",NA,"Energy & Fuels; Engineering, Chemical","Energy & Fuels; Engineering",NA,"WOS:000208679200011",NA,NA,2010,"Abedini, R"," Abedini, A"," Zanganeh, I","","","","","","","","","","","","","","","","","","","","","","",""
